username,comment,comment_likes,since_posted,current_date
@IndipendentJack,,,2 months ago,06/04/2024
@techmansa,"that was supposedto be a penalty, against any other team it would have been",,2 months ago,06/04/2024
@Tomrainbo,แมนยูทั้งใจ,,2 months ago,06/04/2024
@Jackson_Jz,Shame! Scorecard and minutes are not there,,2 months ago (edited),06/04/2024
@solo-yl8uc,2:13:07 is that casemiro in the tunnel? ,,2 months ago,06/04/2024
@OzzyOsbourne80s,"LIVERPOOL ??? hahahahah MU FULL PRESSUE FOR LIVERPOOL 
 GGMU 
️
️
️🫶",1,2 months ago,06/04/2024
@suellenrodrigues8737, wow so thrilling I play,,8 days ago,06/04/2024
@ChristineMihindo,Play the ball,,2 months ago,06/04/2024
@hoirululum6111,GGMU,,2 months ago,06/04/2024
@johntierney6491,Did mount get a touch of the ball,,2 months ago,06/04/2024
@ryderlewis8050,Who's here in June?,,2 days ago,06/04/2024
@laurawellsi,lets go liverpool,,1 month ago,06/04/2024
@SuperAzeone,Lucky Salah goal,,2 months ago,06/04/2024
@alexgrant191,Only Martin Tyler could make an all time classic United-Liverpool match sound like he would rather be anywhere else. I’m not a fan of Peter Drury’s endless bid to turn everything into Shakespeare’s sonnet but Sky’s decision to remove Tyler has never felt more justified - he’s abysmal. Just retire already!,,2 months ago (edited),06/04/2024
@user-sz3ks3ot5k,"Garnacho have 4 lungs,,, ",,2 months ago,06/04/2024
@winghinlee4243,Liverpool have a many benefit,,2 months ago,06/04/2024
@daxiongchen4311,"It's better not to use Darwen Nuniez anymore
2:05:55",,2 months ago,06/04/2024
@FFT_SHORT,,,2 months ago,06/04/2024
@paikesitics,1:23:40,1,2 months ago,06/04/2024
@stasnetstarkex,Well,,2 months ago,06/04/2024
@ThangManuutd,Derby là màu đỏ Manu,,2 months ago,06/04/2024
@Jkl1234ggs,2:05:06 how was that a yellow for magiure ,,2 months ago,06/04/2024
@khalmaxroboticsgh3176,What's with the dry commentary ,,1 month ago,06/04/2024
@stfu1x_,Liverpool losing to united academy with 10 men is so funny,,2 months ago,06/04/2024
@yaluo239,Why was it a foul on Mac Allister 02:05:15,,2 months ago,06/04/2024
@nizamke3599,Most pathetic commentary i have ever heard...this game absolutly beathtaking and that commentator made it look like a charity football match,2,2 months ago,06/04/2024
@javierdelcastillo807,Without words for Liverpool They deserved More even win,,2 months ago,06/04/2024
@jamescain707,"ELliott costs us 2 goals, darwin 1 and gomez 1",,2 months ago,06/04/2024
@hmar17,glory glory man utd,,2 months ago,06/04/2024
@Andol_,Average Manchester United vs Liverpool game ,,2 months ago,06/04/2024
@user-hw3yf2bm6z,ถึงจะแพ้ ก็จะเชียร์ลิเวอร์พูลด้วย,,2 months ago,06/04/2024
@michaelasare-bediakosiaw9443,Amad,,2 months ago,06/04/2024
@yaluo239,Hey it should have been a pen to Manchester United in the 11:58,,2 months ago,06/04/2024
@ichuhisham007,Mainoo at 34:55,,2 months ago (edited),06/04/2024
@sheikhmohammadwaleed9446,2:14:28 this movement,,2 months ago,06/04/2024
@user-ok7bp5ri2g,ที่8คับปีนี้แน่นอน,,4 weeks ago,06/04/2024
@Blues9,Rashforddddddddddddd,1,2 months ago,06/04/2024
@saitongmoonmanee7866,,,2 months ago,06/04/2024
@ohheyitskevinc,A 2 hour football match with no score on the video….,,2 months ago,06/04/2024
@TheGnarTube,Its funny that I have no idea what the score is.,,2 months ago,06/04/2024
@YusufKhan-eh7my,How did amad Diallo get a red,1,2 months ago,06/04/2024
@Gtr077,Just crazy how dead the commentary is,,2 months ago,06/04/2024
@fasrosearooh7522,Onana Yougood Super Safe,,1 month ago,06/04/2024
@daniyal1438,The commentary ruined all the excitement and energy,,1 month ago,06/04/2024
@fasrosearooh7522,FC Liverpool Montevideo,1,2 months ago,06/04/2024
@gudetama753,"QUADRUPLE haha , you not ever feel that !! you only win carabao cup only",,2 months ago,06/04/2024
@user-fz4je6zc3j,It is played well with the amount of people that have been in the world for the past few years and I have been trying to get the loan from the bank statements,,1 month ago,06/04/2024
@sultanazam384,United,1,2 months ago,06/04/2024
@Amazed_ByMe,United,,2 months ago,06/04/2024
@melenyoni4938,"I will never walk alone, Liverpool is the best team!",,2 months ago,06/04/2024
@zhuhang.jasper,1:23:36 5v2 united defense,,2 months ago,06/04/2024
@malymap6748,1:23:40 very danger moments,,2 months ago,06/04/2024
@mahdimehdi8910,Who won,,2 months ago,06/04/2024
@marcelefungo-yc6zr,We are writing ,,2 months ago,06/04/2024
@fariedarmonw1170,,,2 months ago,06/04/2024
@user-km9rq9io3i,,,2 months ago,06/04/2024
@troy8063,kobbie 'clarence seedorf' mainoo 1:08 11:39 13:28,,2 months ago (edited),06/04/2024
@oukeoheuangvilay4498,,,2 months ago,06/04/2024
@mikeymusician,This commentator needs to be fired. Where is the energy,1,2 months ago,06/04/2024
@allansmith9374,Slack passing and poor defence cost Liverpool!!!,,2 months ago,06/04/2024
@guerrillagames7279,This is what the FA cup is all about,,2 months ago,06/04/2024
@MonMon-bw6ru,Does the commentator has feelings? ,,1 month ago,06/04/2024
@rajimus,An instant classic. One for fans and neutrals and why the FA cup matters.,,2 months ago,06/04/2024
@russeleffandy9552,Siapa kita: I N D O N E S I A!,,2 months ago,06/04/2024
@lucashammond3232,commentator sounds bored,,2 months ago,06/04/2024
@jarreyu1134,biggest fail of liverpool counter attack 1:23:31,,2 months ago (edited),06/04/2024
@trozard,Commentary was so lame,2,2 months ago,06/04/2024
@Eddykiddo,Bruno cb,,2 months ago,06/04/2024
@Ishowslomo,1:32:15 VVD ,,2 days ago,06/04/2024
@urman-cp6ed,Мю победил,,2 months ago,06/04/2024
@bukanproplayer3564,Pengenya Benfica sih biar memutus kutukan 100 tahun gak pernah juara eropa,,2 months ago,06/04/2024
@DeniAdistiansyah-uz7eh,Ada Bola Zum,,1 month ago,06/04/2024
,Antony MOTM,,2 months ago,06/04/2024
@Baseballlover82,Go reds!,,2 months ago,06/04/2024
@footnaldo105,It's black magic,,1 month ago,06/04/2024
@thnam2873,rip liverpool,,2 months ago,06/04/2024
@suharasalam2643,Bye Klopp,,2 months ago,06/04/2024
@linnhtuin1477,hi,,1 month ago,06/04/2024
@mahdimehdi8910,Please tell me Liverpool won,,2 months ago,06/04/2024
@Aqibsheraz2014,Almost heart attack,,2 months ago,06/04/2024
@Walid_mufc,UTFR,,2 months ago,06/04/2024
@jayr4299,gazua Man U,,2 months ago,06/04/2024
@user-iz9ek7uw4b,Harry magueir main,,2 months ago,06/04/2024
@BokamosoBaipaakanyiDes,Mainoo generational,,2 months ago,06/04/2024
@phichngo1602,21:00 MC chuyền tình huống đó tù thật,,2 months ago,06/04/2024
@Laaliisaaa,They really milkin this match,,2 months ago,06/04/2024
@user-lt5or5vf8w,Antony goalllllllllll,,2 months ago,06/04/2024
@ValkyrieSkyfall,"Hearing Martin Tyler's commentary is equivalent to watching this muted. 

No difference ",,2 months ago,06/04/2024
@enymahmudah6897,"Kesalahan gol mu sebensrnya akibat main main bola di area pinalti sendiri, semua gol terjadi krna hal itu, pasing pemain gak akurat di area pinalti sendir",,2 months ago,06/04/2024
@SuperAzeone,Van Dijk is nagging his teammates..,,2 months ago (edited),06/04/2024
@astro.mp4_,15:26 1:50:02 15:28,,2 months ago (edited),06/04/2024
@Mali_1000,W Man Utd 4-3 YEAH W REF,,2 months ago,06/04/2024
@rooney12a94,10:00,,2 months ago,06/04/2024
@Yiyiygfl-zi3pq,43:04,,1 month ago,06/04/2024
@hehepg3d522,37:05,,2 months ago (edited),06/04/2024
@user-kc6oe5sq8g,Classic....,,2 months ago (edited),06/04/2024
@mksnkr5659,2:11:25 you came here to see this ,,2 months ago,06/04/2024
@sumedhchabukswar8371,34:00,,2 months ago,06/04/2024
@raflyasshiddiqie5559,58:53 it's handball,,2 months ago,06/04/2024
@Ibrahim-kq9er,You are here for what happened after 2:11:14,,2 months ago,06/04/2024
@saul-se1kb,who rewatching this mf,,2 months ago,06/04/2024
@sumedhchabukswar8371,40:00,,2 months ago,06/04/2024
@josephlin2879,1:30:00 85th min,,2 months ago,06/04/2024
@Welbeckdan,Bruno Fernandez ,,2 months ago,06/04/2024
@ferisdaviesta8786,1:23:36,,2 months ago,06/04/2024
@CzrThe1st,1:23:40 what a waste,,2 months ago,06/04/2024
@user-jb5ih6np4l,Subhanallah,,3 weeks ago,06/04/2024
@shreeramsigdel6108,FA knows how to collect views.,,2 months ago,06/04/2024
@samholt9177,Love watching Liverpool get humbled. Washed club finished manager lazy players,,2 months ago,06/04/2024
@cenajoeyskater3889,Like way united playing fa cup coming to united not city,,2 months ago,06/04/2024
@championz29,FOUR - THREE,,2 months ago,06/04/2024
@eduarddasilva6027,34:55,,2 months ago,06/04/2024
@TheKiranBissoo,Utd should get rid of Bruno ASAP,,2 months ago,06/04/2024
@Sahusaeni, This is the red devils,,2 months ago,06/04/2024
@robbiekingston,Time for Martin Tyler to hang up the boots ,,2 months ago,06/04/2024
@muhammedmunavvarmp9197,"2:11:00

Thank me with like ",,2 months ago,06/04/2024
@odontalgia3614,"Martin Tyler ruined this game, emotionless commentating",1,2 months ago,06/04/2024
@taiga17,2:11:21,,2 months ago,06/04/2024
@karlosjeffers4791,YANITED! ,,2 months ago,06/04/2024
@sumedhchabukswar8371,2:01:01,,2 months ago (edited),06/04/2024
@Kingdomatt,YOI BLOOKARS,,8 days ago,06/04/2024
@Rey-qx9eg,Wiw,,2 months ago,06/04/2024
@jamesheath7601,2:11:35,,1 month ago,06/04/2024
@datnguyen016.channel,GG,,2 months ago,06/04/2024
@finnanlufyorsgin83,Golllllllll,,2 months ago,06/04/2024
@ThanniTours001,Ici c'est seulement des golois est goloises âme sensibles s'abstenir po rumba oyo soki oza sensible okufi  kiekiekie,,7 days ago,06/04/2024
@vtecvivo3706,,,1 month ago,06/04/2024
@Samsamcudon,Sorry Liverpool ,,2 months ago,06/04/2024
@axinite77,Martin Tyler has to retire…officially,,2 months ago,06/04/2024
@landingfish,,,2 months ago,06/04/2024
@Gamerthegod341,I am manunited,,1 month ago,06/04/2024
@Gamerthegod341,I am manunited,,1 month ago,06/04/2024
@neon10knights,"real madrid is eyeing, on these 2 Mainoo and Garnacho . man u will sell. man u starts losing games. fans gets angry. man u tells fans to chill. man u lose more games, fire manager. fans get more angry. man u wondering what went wrong. new cycle, gets a new manager. over spends. new system. takes time to work out. make fans angry. fire manager. wonder what went wrong",,2 months ago,06/04/2024
@Montanakkk-ts6pb,U guys really out here destroying homes smh,,1 month ago,06/04/2024
@suharasalam2643,As a city fan I hope Nobody wins but atleast somebody should win edit:i like the Reds more go salah edit 2:jk I love all clubs,1,2 months ago (edited),06/04/2024
@adyummibears,siuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,,1 month ago,06/04/2024
@febrikurniawan1247,meski menang mu tp mainnya kurang bagus,,2 months ago,06/04/2024
@davyjones4154,Fa cup ,,2 months ago,06/04/2024
@user-zu5nk6xr6j,Barukamutau leefoopol terlampau percaya diri lambat antarkawan bola makabanyak peluang tuk bole dijaring tapi ahir2nya sukar bola terkawal janganla mengharap kebolehan sebab Bolabulat yg jadinya kala,,2 months ago,06/04/2024
@mohamedzhassanin4353,Klopp and Diaz did it again bad substitution and Diaz can not capitalize on the chances. and same useless tackles from Diaz.,,2 months ago,06/04/2024
@drjk7555,"Can we switch to Peter Drury commentary for this??!!🥹Just asking
Lethargic, disinterested, and disgraceful commentary. Even for the Amad winner..!
Martin, I've been a big fan, thank you for all the entertainment, but I think it's time! ",1,2 months ago,06/04/2024
@SamsungA-bo4wi,เเมนยู,,2 months ago,06/04/2024
@tadhgmoroney5428,Utd utd,,10 days ago,06/04/2024
@free_gold4467,Klopp the dead parrot knocked off his smelly perch! Ta-Ra Klopp!,,2 months ago,06/04/2024
@a.maverick.4767,Adverts take the pi55!,,2 months ago,06/04/2024
@ChrisJervis-dv9zw,"Love mancheterunited
🇬🇧",,1 month ago,06/04/2024
@mollynamuddu8588,,,2 months ago,06/04/2024
@berhanegebriel3155,Petro-Dollar Funded Soccer Games.,,4 weeks ago,06/04/2024
,sdgsdg,,2 months ago,06/04/2024
@sidoeldesigner2292,I like free,,2 months ago,06/04/2024
@t9ine_x336,UNITEDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,,2 months ago,06/04/2024
@MohamudHirey,Man u No defenders,,1 month ago,06/04/2024
@jabontherock,ลิเวอเป็ด,,2 months ago,06/04/2024
@MoboluwarinOsosami,ANY ONE HERE AFTER WE WON THE CUP?,1,5 days ago,06/04/2024
@ferrymahnke3065,alhbet,,12 days ago,06/04/2024
@MA-hh1oh,man united vs liverpool >>>>> liverpool vs man city >> man united vs boring tiki taka back pass man city,,2 months ago (edited),06/04/2024
@pushpendergusain4262,Liverpool can now concentrate on Premier and Champions League.,1,2 months ago,06/04/2024
@elrighlenee4527,No mo salah hes finished,,1 month ago,06/04/2024
@gehanoates885,"Fantastic game, this is what football is should be about. 

As a United fan I am sick of Bruno going down like a fallen tree. 
He's no captain in my opinion. United needs to find a leader, it's not Bruno. Hoping we can sell him in the summer.",,2 months ago,06/04/2024
@ncangcrypto9663,Anyone want 1 Bucks?,,2 months ago,06/04/2024
@s.s.s16,"I don't know at all why Liverpool and United always play cup matches at United Stadium!! I don't trust the draw at all. All of United's strong matches in the cup are against United! This is a fact that deserves to be confirmed and monitored. It is all unbelievable that it is happening at United 
️",,2 months ago,06/04/2024
@ritamchatterjee9379,shockingly boring commentry...killed the essence of the game,,2 months ago,06/04/2024
@user-wh5ju6mv6h,1 1 да,,2 months ago,06/04/2024
@Stone2home,Oy.,,2 months ago,06/04/2024
@ChristineMihindo,Play the ball  yellow card,,2 months ago,06/04/2024
,tukghkghk,,2 months ago,06/04/2024
@ChristineMihindo,Play the ball  yellow card,,2 months ago,06/04/2024
@koonggnook3885,️,,2 months ago,06/04/2024
@courage5448,Bad subs.  Gakpo and Elliot were bad.,,2 months ago,06/04/2024
@_Tricky_,Terrible commentary. Sounds bored.,1,2 months ago,06/04/2024
@user-to5fe1mz3p,"Tudo gol paia, erros na saída de bola, nada de espetáculo, parecendo campeonato paulista.",,2 months ago,06/04/2024
@bonzsvr3239,gg,,1 month ago,06/04/2024
@ChristineMihindo,Play the ball  yellow card,,2 months ago,06/04/2024
@ChristineMihindo,Play the ball  yellow card,,2 months ago,06/04/2024
@BenTurner-wy7yk,ok,,2 months ago,06/04/2024
@user-tp3bm3fp2t,,,2 months ago,06/04/2024
@bimapratama6412,lag hottt,,2 months ago,06/04/2024
@johnpaul0647,"Never thought this match could be improved upon. I was wrong. 

Martin Tyler > Sam Matterface.",,2 months ago,06/04/2024
@GetachewuMisganawu,Iiver pool  is the best club ,,4 weeks ago,06/04/2024
@lukejohnstone6266,"You can tell the commentators a liverpool supporter, what a flog",,2 months ago,06/04/2024
@huaweimeday3477,3 words   Gra   Na     Cho,,2 months ago (edited),06/04/2024
@RekaaKimo-gd4xb,،،,,1 month ago,06/04/2024
@tejave0ojnc,Endo was bad,,2 months ago,06/04/2024
@nteemuvicent,Am here to inform the general public that man City is not a football club ts a collection of football mercenaries,,2 months ago,06/04/2024
@suharasalam2643,What?,,2 months ago,06/04/2024
@richardcoleridge9502,Y.N.W.A,,2 days ago,06/04/2024
@ferrymahnke3065,google,,12 days ago,06/04/2024
@heruherdiyansah7766,Eth-rasford OUT!!,,2 months ago,06/04/2024
@user-xh7ud5dh1s,,,2 months ago,06/04/2024
@fjfootballfun3158,Yanited,,2 months ago,06/04/2024
@Leo_hanna0930,Sack Martin tyler,,2 months ago,06/04/2024
@wahandawadui,win mu,,2 months ago,06/04/2024
@rohandebbarma24,commercial FC,1,2 months ago,06/04/2024
@MrPotato948,LiverFool,,2 months ago,06/04/2024
@sheikhmohammadwaleed9446,"Yanited Yanited
 GGMU",,2 months ago,06/04/2024
@wooddeng,viva la mu,,2 months ago,06/04/2024
@user-dc5qs9gz6k,,,1 month ago,06/04/2024
@leniceang,Vjindik didn't say anything about this match? ,,2 months ago (edited),06/04/2024
@premierleague_itk2626,Liverpool who?,,2 months ago,06/04/2024
@ThanniTours001,UDUDU,,7 days ago,06/04/2024
@angelchan1557,GGMU,,2 months ago,06/04/2024
@splntrz1,Commentary is awful. Totally flat,,2 months ago,06/04/2024
@s.s.s16,"Every rational and unemotional person knows that United won by luck, and because of the mistakes of Nunez and Elliott in the third and fourth goals, and Anthony's very ridiculous goal, they were naive mistakes, as well as the recklessness and recklessness of Gacpo, Nunez, and Diaz in ending dangerous counter-attacks. The match proved that Mo Salah's presence is necessary, even if he was playing with one foot, Jurgen Klopp. He bears complete defeat",,2 months ago,06/04/2024
@josephfinnegan151,Where is the CLOCK  ?????,,2 months ago,06/04/2024
@AFKM-2908,.,,2 months ago,06/04/2024
@suphotsomphet8564,.,,2 months ago,06/04/2024
@anthonykitsao,,1,1 month ago,06/04/2024
@LCGSports,Who Is Here In 1444 ,,1 month ago,06/04/2024
@ferrymahnke3065,tochter,,12 days ago,06/04/2024
@marcodinho,GGMU,,2 months ago,06/04/2024
@Netess,,,2 months ago,06/04/2024
@Safia-ep2ck,Cr7 ,,1 month ago,06/04/2024
@user-hn9wu5th6y,66MU,,2 months ago,06/04/2024
@rizzlas1,Man,,2 months ago,06/04/2024
@alrightsally2748,Worst commentary ever.,2,2 months ago,06/04/2024
@Alqari--Mostafa.,4+3=7/0 ,1,2 months ago,06/04/2024
@Labbaik_ya_mehdi123,Indian like button ,1,2 months ago,06/04/2024
@user-lg2rh8nl5e,조용해라,,2 months ago,06/04/2024
@ananainul3066,P,,2 months ago,06/04/2024
@GL3Clips,"ABSOLUTELY TERRIBLE COMMENTARY FOR DIALLO GOAL. BLAND, AWFUL, TASTELESS!",,2 weeks ago,06/04/2024
@shaktimnepal4307,Ggmu,,2 months ago,06/04/2024
@AbdulBasith-nj5hq,ഓഓഓഓഓഓ ഹ്ഹ്ഹ്ഹ്ഹ്ഹ്,,2 months ago,06/04/2024
@mocaxsmush5218,FOOLS,,2 months ago,06/04/2024
@dabeastplays8942,I’m sorry but this commentator is the worst like how depressing does he sound,1,2 months ago,06/04/2024
@haroldbowa2222,Who is this commentator? Managed to make the game boring man. So stale in exciting moments,,2 months ago (edited),06/04/2024
@Tayyab.R,Martin Tyler. Please retire.,,2 months ago,06/04/2024
@stephane8100,"Seven UP 
 ",,2 months ago,06/04/2024
@tadghmurphy7807,Horrible commentary. Bias,1,2 months ago,06/04/2024
@profiskills1081,Author,1,1 month ago,06/04/2024
@RamosSitumorang,bad commentator,1,2 months ago,06/04/2024
@edmonddantes4045,The commentary is garbage... The man could care less ..doesnt know who is on the ball most of the time ... What a waste ...commentary shoud be done by energetic ppl not pensioners,,2 months ago,06/04/2024
@banterbeards8967,"Who’s here in 2050? 
️",1,1 month ago,06/04/2024
@VolkanMisirlioglu,ma,,1 month ago,06/04/2024
@suharasalam2643,Day 1 of trying to get 10 comments and 10 likes,1,2 months ago,06/04/2024
@wilsonobiyo62,Worst commentary I’ve seen in a while,,2 months ago,06/04/2024
@JayMYT,martin tyler should be sacked. awful commentary,,2 months ago,06/04/2024
@divitkandoriya9663,Hi guys football is bad game,,2 months ago,06/04/2024
@Darthvadersmanutd,Liverfools,,2 months ago,06/04/2024
@starkers1997,One of the most disappointing games of football I've ever watched,,2 months ago,06/04/2024
@Pipkins0263,We got robbed ,,2 months ago,06/04/2024
@saffatsamee977,worst commentary,,2 months ago,06/04/2024
@alastairhawken3086,footballlllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!man united Top gg,,1 month ago,06/04/2024
@kuntagod1618,"Garnacho is such a wasteful player. Poor passes, poor finishes, poor crosses.",,2 months ago,06/04/2024
@harijaybhat2226,"The most overrated footballer must be Rashford. He needs 10 chances to finish one. Please get rid of him to PSG and get all the money to build around Hojlund, Garnacho, Amad, and another finisher along Hojlund.",,2 months ago,06/04/2024
